5099323000373, 0.629167, 15.10, GROCERY, CANNED/BOTTLED/VEG, 0.75, SPAR PEAS PROCESSED, 0.0000, 5099323080863, N
9770307017926, 0.495, 0.50, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.75, DAILY EXPRESS, 0.0900, , I
9770307123023, 0.5925, 0.59, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.90, DAILY TELEGRAPH, 0.0900, , I
9771468508025, 0.6537, 0.65, MAGAZINES/NEWSPAPERS, MORNING DAILY NEWS, 0.95, DAILY MIRROR, 0.0900, , I
9771393956519, 1.2555, 1.26, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 1.90, IRISH EXAMINER, 0.0900, , I
9771393440049, 2.61, 2.61, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.95, IMAGE, 0.0900, , I
5011417537787, 7.095, 42.57, HOUSE HOLD , CLEANERS, 12.85, VANISH OXIACTION POWDER, 0.2300, 5011417739914, I
037000444206, 1.54333, 27.78, CONFECTIONERY, CRISPS/SNACK FOODS, 3.40, PRINGLE RIGHT ORIGINAL, 0.2300, 37000325529, I
8711500658920, 4.75, 4.75, HOUSE HOLD , BATTERIES/BULBS/ELECTRICA, 9.50, PHILIPS SOFTTONE CFL12W, 0.2300, , I
8711500658968, 4.75, 4.75, HOUSE HOLD , BATTERIES/BULBS/ELECTRICA, 9.60, PHILIPS SOFTTONE CFL20W, 0.2300, , I
3068320014067, 0.440833, 5.29, DRINKS , WATER, 1.90, EVIAN MINERAL WATER, 0.2300, 03068320014074, I
3068320055008, 0.582917, 13.99, DRINKS , WATER, 1.30, EVIAN MINERAL WATER, 0.2300, 03068320055015, I
50201051, 0.538333, 32.30, CONFECTIONERY, COUNT LINES, 0.90, >CAD DAIRY MILK 72/67, 0.2300, , I
5391513070051, 3.5, 21.00, GROCERY, SAUCE/GRAVY/STUFFING, 4.95, GOVENDERS LEMON PICKLE, 0.0000, , 0
5391513070259, 4, 24.00, GROCERY, SAUCE/GRAVY/STUFFING, 5.65, GOVENDERS CHUNKY CHILLI, 0.0000, , 0
5391513070242, 3.5, 21.00, GROCERY, SAUCE/GRAVY/STUFFING, 4.95, GOVENDERS RED ONION CHUTNEY, 0.0000, , 0
5391513070044, 3.5, 21.00, GROCERY, SAUCE/GRAVY/STUFFING, 4.95, GOVENDERS PICCALLILI, 0.0000, , 0
5391513070037, 3.5, 21.00, GROCERY, SAUCE/GRAVY/STUFFING, 4.95, GOVENDERS SPICY TOMATO CHUTNEY, 0.0000, , 0
5391513070020, 3.5, 21.00, GROCERY, SAUCE/GRAVY/STUFFING, 4.95, GOVENDERS MANGO/ALMOND CHUTNEY, 0.0000, , 0
5391513070013, 4, 24.00, GROCERY, SAUCE/GRAVY/STUFFING, 5.65, GOVENDERS CHILLI PICKLE, 0.0000, , 0
9771649747021, 2.4483, 2.45, MAGAZINES/NEWSPAPERS, BUSINESS, 3.95, ROPERTY NATIONWIDE, 0.0900, , I
54491397, 0.716667, 17.20, DRINKS , PET/GLASS BOTTLES, 1.60, FANTA ORANGE Z, 0.2300, 5449000008251, I
9770019136212, 3.6, 3.60, MAGAZINES/NEWSPAPERS, HOME, 5.45, IDEAL HOME, 0.0900, , I
5026852063685, 2, 2.00, GIFTS & FLOWERS, SEASONAL, 4.00, PADDYS DAY TEDDY, 0.2300, , I
5026852050661, 2, 2.00, GIFTS & FLOWERS, SEASONAL, 4.00, RUGBY TEDDY, 0.2300, , I
9770955493172, 4.29, 4.29, MAGAZINES/NEWSPAPERS, GAMES, 6.50, TODAYS GOLFER, 0.0900, , I
5011424200056, 1.19083, 14.29, GROCERY, SAUCE/GRAVY/STUFFING, 1.85, KRAKUS SAUERKRAUT  , 0.0000, , I
5011424200070, 2.38167, 14.29, GROCERY, SAUSAGES/COOKED MEAT, 3.60, KRAKUS BABY BEETROOTS , 0.0000, , I
5034045002564, 2.54, 15.24, RAW MEAT, BEEF PRE PACK, 2.99, TENDERLEAN STEAK MEATBALLS, 0.0000, , I
5034660512110, 1.39917, 16.79, CONFECTIONERY, COUNT LINES, 3.30, NATURAL PLANES TRAINS CAR, 0.2300, 5034660018438, I
000129, 2.125, 17.00, FRUIT & VEG, VEG, 2.50, BUTTERNUT, 0.1350, , I
9771750161464, 0.33, 0.33, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.50, IRISH DAILY MAIL, 0.0900, , I
9771649042058, 1.65, 1.65, MAGAZINES/NEWSPAPERS, ENTERTAINMENT, 2.50, THE DUBLINER, 0.0900, , 0
5099678305130, 0.337778, 12.16, GROCERY, CAKES, 0.60, GLENDALE CREAM PIE, 0.2300, , I
9771350962133, 4.7175, 4.72, MAGAZINES/NEWSPAPERS, CAR MAGS, 7.15, BBC TOP GEAR, 0.0900, , I
5011056380058, 0.352, 3.52, DAIRY : DAIRY, MILK, 0.45, AVON PROBIOTIC MILK, 0.0000, , I
5098930700621, 1.23, 1.23, GROCERY, EGGS, 2.39, GOLDEN IRISH EGGS LRG 6PK, 0.0000, 5098930700621, I
5029053013435, 0.36, 0.36, HOUSE HOLD , HOUSHOLD MISC., 0.75, KLEENEX HANKS BALSM36/30, 0.2300, 5029054023044, I
z5000347071843, 0.757917, 18.19, GROCERY, KVI, 1.50, LUCOZADE ORANGE, 0.2300, 5000469071844, I
5011012449904, 2.122, 21.22, HOUSE HOLD , HOUSHOLD MISC., 2.99, KITTEN FRESHNESS 4ROLL  , 0.2300, 5011012840008, I
9ÿ980, 0, 0.00, OFF LICENCE, WINES, 0.00, SANTA HELENA 6.99, 0.2300, , P
9ÿ981, 0, 0.00, CONFECTIONERY, COUNT LINES, 0.00, AERO 3 FOR 2 , 0.2300, , P
9ÿ982, 0, 0.00, CONFECTIONERY, CRISPS/SNACK FOODS, 1.18, TORTILLA + DIP = €2, 0.2300, , P
8003520014122, 1.765, 21.18, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.16, P OLIVE SHOWER A/STRESS, 0.2300, 8003520014160, I
8003520016553, 1.34833, 8.09, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 2.09, P OLIVE SHOWER TRANQUILITY, 0.2300, , I
4005808819324, 3.27833, 19.67, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 5.65, NIVEA VIS CLEANSING GEL, 0.2300, , I
4005808819348, 4.37167, 26.23, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 7.55, NIVEA VISAGE MOISTURISER, 0.2300, , I
4005808819317, 3.27833, 19.67, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 5.95, NIVEA VIS FRESHEN UP TONER, 0.2300, , I
4005808819331, 3.38, 20.28, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 5.85, NIVEA VIS SCRUB AWAY, 0.2300, , I
9771470720118, 3.7156, 3.72, MAGAZINES/NEWSPAPERS, HOME, 5.40, HOMES INTERIORS  LIVING    , 0.0900, , I
9771479983309, 2.445, 2.45, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 3.95, CHELTENHAM, 0.0900, , I
9771472616051, 2.4075, 2.41, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.65, GLAMOUR, 0.0900, , I
9770269259150, 3.8325, 3.83, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.80, ELLE, 0.0900, , I
10012345, 2.45, 2.45, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.85, TURKEY  BAP, 0.0000, , 0
10012369, 2.65, 2.65, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.95, MEXICAN TUNA BAP, 0.0000, , 0
01000030, 2.75, 2.75, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.95, ROAST CHICKEN POLARBROD, 0.0000, , 0
01000047, 2.25, 2.25, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.65, SUNDRIED TOMATO BAGEL, 0.0000, , 0
01000054, 2.45, 2.45, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.85, TOMATO & BRIE BAGEL, 0.0000, , 0
01000061, 2.65, 2.65, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.95, SALAMI BAGEL, 0.0000, , 0
8712941401489, 2.46, 14.76, DAIRY PRODUCTS, DESSERT, 3.49, MA RAE PANCAKE AMERI 8FR6, 0.1350, 8712941901484, I
09000001, 3.69, 3.69, DELI CHERRYWOOD SELECTION, TAKE HOME FOOD, 5.50, STUFFED PORK MEAL, 0.0000, , 0
5000157061812, 0.65125, 5.21, GROCERY, INSTANT/SNACK MEALS, 0.95, W W HEINZ NOODLES CHICKE, 0.0000, 5000157082169, I
9770791930060, 2.805, 2.81, MAGAZINES/NEWSPAPERS, HOME, 4.25, SELECT, 0.0900, , I
9770790056068, 1.5525, 1.55, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 2.35, THE PHOENIX, 0.0900, , I
9771463129539, 2.3775, 2.38, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 3.60, RACING POST WEEKEND, 0.0900, , I
9770791823010, 3.3, 3.30, MAGAZINES/NEWSPAPERS, SPORT MAGS, 5.00, CHELTENHAM GUIDE, 0.0900, , 0
9771649808005, 2.475, 2.48, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 3.75, BLUE, 0.0900, , 0
5099323009192, 3.63, 21.78, DAIRY : MEATS, COOKED MEAT, 4.99, SPAR COTTAGE PIE, 0.0000, 5099323082881, I
5099323009130, 2.9, 17.40, DAIRY : MEATS, COOKED MEAT, 3.99, SPAR HAM&MUSH TAGLIATELL, 0.0000, 5099323082911, I
5099323009178, 2.9, 17.40, DAIRY : MEATS, COOKED MEAT, 3.99, SPAR BEEF LASAGNE, 0.0000, 5099323082898, I
10012376, 2.45, 2.45, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.65, STREAKY BACON BAP, 0.0000, , 0
5099323009086, 3.63, 21.78, DAIRY : MEATS, COOKED MEAT, 4.99, SPAR CHICKEN KORMA & RIC, 0.0000, 5099323082942, I
5099323009062, 3.63, 21.78, DAIRY : MEATS, COOKED MEAT, 4.99, SPAR SWEET & SOUR CHICK&, 0.0000, 5099323082928, I
5099323009109, 3.63, 21.78, DAIRY : MEATS, COOKED MEAT, 4.99, SPAR CHICKEN TIKKA & RIC, 0.0000, 5099323082935, I
10000212, 2.45, 2.45, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.95, CHICKEN SALAD ROLL, 0.0000, , 0
20000103, 2.25, 2.25, DELI CHERRYWOOD SELECTION, GOURMET SALADS, 3.50, CHICKEN CAESAR SALAD, 0.0000, , 0
10000403, 2.65, 2.65, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.95, SAUSAGE SOFTROLL, 0.0000, , 0
09000018, 3.45, 3.45, DELI CHERRYWOOD SELECTION, TAKE HOME FOOD, 5.50, IRISH STEW, 0.0000, , 0
000130, 0.416667, 15.00, FRUIT & VEG, FRUIT, 0.60, FIJI APPLE, 0.0000, , 0
5099323009048, 3.63, 21.78, DAIRY PRODUCTS, MEAT PROD./FRESH SNACKS, 4.99, SPAR CHICKEN CURRY & RIC, 0.0000, 5099323082904, I
9770141055214, 3.3165, 3.32, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 4.82, COSMOPOLITAN, 0.0900, , I
apple, 0.35, 3.50, FRUIT & VEG, FRUIT, 0.60, FUJI APPLE, 0.0000, , I
9770791761015, 1.515, 1.52, MAGAZINES/NEWSPAPERS, SUNDAY NEWSPAPERS, 2.30, SUNDAY TRIBUNE, 0.0900, , I
9771366922961, 1.5825, 1.58, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 2.40, RACING POST SAT, 0.0900, , I
9771059398004, 2.475, 2.48, MAGAZINES/NEWSPAPERS, ENTERTAINMENT, 4.00, ORIGINAL SUDOKU, 0.0900, , I
9770951301143, 3.5325, 3.53, MAGAZINES/NEWSPAPERS, HOME, 5.70, COUNTRY HOMES & INTERIOR, 0.0900, , I
8717163056905, 3.64167, 21.85, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 4.99, LYNX B/S CLICK TW 499, 0.2300, 8717163056912, I
5000426175363, 7.07167, 42.43, CONFECTIONERY, SEASONAL EASTER, 12.50, AFTER EIGHT EGG PREMIUM, 0.2300, 5000426475364, I
5391509393188, 1.515, 18.18, GROCERY, BISCUITS, 2.74, JAC OAT CRUMBLES CHOC/CAR, 0.2300, 5391509398527, I
8717163963357, 3.496, 17.48, HOUSE HOLD , WASHING POWDERS/LIQUIDS, 6.00, PERSIL TAB GEL BIO 18PK, 0.2300, 8717163963340, I
5000426175356, 6.31333, 37.88, CONFECTIONERY, SEASONAL EASTER, 12.50, QUALITY STREET EGG PREM, 0.2300, 5000426475357, I
5011012202073, 1.09417, 26.26, GROCERY, BAKERY/COOKERY, 1.99, SPAR CLINGFILM 30 MTR, 0.2300, 5011012851219, I
5011096004006, 0.288, 17.28, CONFECTIONERY, CRISPS/SNACK FOODS, 0.46, TAYTO CHIPSTICK PM 46C, 0.2300, 5011096053189, I
5011096004020, 0.2848, 14.24, CONFECTIONERY, CRISPS/SNACK FOODS, 0.46, TAYTO SNAX PM 46C, 0.2300, 5011096053226, I
5010035052870, 0.7625, 9.15, GROCERY, BISCUITS, 0.99, FOX JAM & CREAMS PM99C, 0.1350, 5010035552875, I
5391509393805, 1.74867, 52.46, GROCERY, BISCUITS, 2.70, JAC CLUB MILK 6S, 0.2300, 5391509399203, I
5000347017841, 1.29833, 31.16, DRINKS , ENERGY, 2.10, LUCOZADE SPORT ORANGE, 0.2300, 05000469017880, I
5011032666367, 1.56833, 9.41, DAIRY PRODUCTS, YOGURTS/YOP, 3.99, KELK MULTIVITAMIN DRNK, 0.2300, , I
8888056702220, 3.65333, 43.84, GROCERY, INSTANT/SNACK MEALS, 4.29, KOKA NOODLES BEEF 5PK, 0.0000, 18888056604941, I
8888888574538, 1.09333, 13.12, GROCERY, INSTANT/SNACK MEALS, 1.85, KOKA POT NOODLES CURRY, 0.0000, 8888888574538, I
5011096000725, 0.674583, 16.19, CONFECTIONERY, CRISPS/SNACK FOODS, 1.40, TAYTO RIPPLE CHEESE&ON, 0.2300, , I
5900685005244, 15.5817, 93.49, OFF LICENCE, SPIRITS, 18.99, WYBOROWA VODKA., 0.2300, 5900685005688, I
5011022010729, 3.71333, 44.56, GROCERY, COOKING/OLIVE OIL, 4.39, DON C OLIVE OIL EX VIRGIN, 0.0000, 5011022910722, I
8002210116092, 4.15833, 24.95, GROCERY, COOKING/OLIVE OIL, 6.40, F BERIO OLV OIL PURE 50, 0.0000, 8002210120983, I
5000201462602, 1.55167, 65.17, CONFECTIONERY, SEASONAL EASTER, 2.19, CAD CREME EGG 3PK, 0.2300, 5034660028406, I
070177067762, 2.075, 8.30, GROCERY, COFFEE/TEA..ETC., 2.61, TWINING PURE CAMOMILE 20S, 0.0000, 70177873271, I
070177103088, 2.1225, 8.49, GROCERY, COFFEE/TEA..ETC., 2.61, TWINING TEA PURE GREEN 20, 0.0000, 70177501662, I
070177067779, 2.075, 8.30, GROCERY, COFFEE/TEA..ETC., 2.61, TWINING PURE PEPP/MINT20S, 0.0000, 70177873288, I
5000226936775, 0.4984, 24.92, TOBACCO , MATCHES/LIGHTERS..ETC, 1.00, CRICKET LIGHTER STD, 0.2300, 8710732200150, I
9771649790010, 3.105, 3.11, MAGAZINES/NEWSPAPERS, HOME, 4.70, HOME SWEET HOME, 0.0900, , 0
5098974031903, 1.88, 1.88, LOTTERY, SCRATCH CARDS, 2.00, EASTER EGGSTRA, 0.0000, , 0
8722700062998, 0.649286, 27.27, FROZEN FOODS, STICK, 1.15, HB WIBBLY WOBBLY NEW, 0.2300, 8000920818251, I
09000025, 3.45, 3.45, DELI CHERRYWOOD SELECTION, TAKE HOME FOOD, 5.50, STROGANOFF, 0.0000, , 0
09000032, 3.45, 3.45, DELI CHERRYWOOD SELECTION, TAKE HOME FOOD, 5.50, HAM & TURKEY, 0.0000, , 0
5022374002300, 1.9, 1.90, CONFECTIONERY, CRISPS/SNACK FOODS, 3.20, F FEAST PISTACHIO NUTS, 0.0000, , I
5000159372343, 0.670625, 21.46, CONFECTIONERY, COUNT LINES, 1.40, MARS DUO, 0.2300, 5000159372329, I
53995117, 0.833333, 10.00, CONFECTIONERY, COUNT LINES, 1.55, SILVERMINTS MINI S/FREE , 0.2300, 5391509399135, I
9770261307842, 1.7202, 1.72, MAGAZINES/NEWSPAPERS, MORNING DAILY NEWS, 2.50, GUARDIAN, 0.0900, , I
10012352, 2.45, 2.45, DELI CHERRYWOOD SELECTION, GOURMET SANDWICHES, 3.85, TURKEY BAP, 0.0000, , I
9771744291016, 3.8925, 3.89, MAGAZINES/NEWSPAPERS, COMPUTER MAGS, 5.90, PC UTILITIES             5.90, 0.0900, , I
9771393351116, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 1.80, THE IRISH TIMES, 0.0900, , I
9771393351123, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 1.80, THE IRISH TIMES, 0.0900, , I
9771393351130, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 1.80, THE IRISH TIMES, 0.0900, , I
9771393351147, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 1.80, THE IRISH TIMES, 0.0900, , I
9771393351154, 1.2385, 1.24, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 1.80, THE IRISH TIMES, 0.0900, , I
9771393351161, 1.32, 1.32, MAGAZINES/NEWSPAPERS, WEEKLY NEWSPAPERS, 2.00, THE IRISH TIMES SAT, 0.0900, , I
80330370, 2.8, 16.80, GROCERY, SAUCE/GRAVY/STUFFING, 4.85, COLAVITA GREEN PESTO, 0.2300, , I
9770791880006, 4.1216, 4.12, MAGAZINES/NEWSPAPERS, GENERAL INTEREST, 5.99, WALKING WORLD IRELAND, 0.0900, , I
5020055001543, 1.5, 1.50, DRINKS , ENERGY, 2.95, BOOST CRANBERRIES, 0.2300, , 0
5000143463002, 3.166, 15.83, TOBACCO , CIGARS, 4.45, HAMLET FINE AROMA 10PK, 0.2300, 5000143463309, I
5000143465013, 4.354, 21.77, TOBACCO , CIGARS, 6.10, HAMLET FILTER 10PK, 0.2300, 5000143465310, I
5099318009091, 1.55, 7.75, DAIRY PRODUCTS, CHEESE, 2.29, PARCHMENT WRAP MAT RED, 0.0000, , I
5099318009077, 1.55, 7.75, DAIRY PRODUCTS, CHEESE, 2.29, PARCHMENT WRAP MAT WHT, 0.0000, , I
9771750106007, 1.515, 1.52, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.30, PICK ME UP SPECIAL, 0.0900, , I
647613000050, 1.7925, 21.51, DRINKS , PET/GLASS BOTTLES, 3.10, LORINA PINK LEMONADE, 0.2300, , 0
9771473441065, 1.7181, 1.72, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.60, TAKE A BREAK WIN&GO, 0.0900, , 0
4025500121556, 0.696667, 8.36, DAIRY PRODUCTS, YOGURTS/YOP, 0.95, MUL HEA BAL STRAWBERRY, 0.0000, 4025500121563, I
5011037466658, 1.31813, 21.09, DAIRY : MEATS, COOKED MEAT, 1.69, G/TEE DELI CARVED HAM, 0.0000, 5011037066650, I
5011037466665, 1.31813, 21.09, DAIRY : MEATS, COOKED MEAT, 1.69, G/TEE DELI CRUMBED HAM, 0.0000, 5011037066667, I
9771353347166, 3.435, 3.44, MAGAZINES/NEWSPAPERS, ADULT, 5.20, LOADED, 0.0900, , I
42117131, 0.580417, 13.93, DRINKS , PET/GLASS BOTTLES, 1.20, COCA COLA REG, 0.2300, 5449000126306, I
42117148, 0.580417, 13.93, DRINKS , PET/GLASS BOTTLES, 1.20, COCA COLA DIET, 0.2300, 5449000126320, I
5011008061059, 2.17667, 52.24, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 3.50, ALWAY ULT NORMAL SAVE50C, 0.0000, 5011008061066, I
5251201000312, 8.5, 8.50, GIFTS & FLOWERS, SEASONAL, 15.00, MOTHERS DAY SMALL BEAR, 0.2300, , I
5251201000220, 10, 10.00, GIFTS & FLOWERS, SEASONAL, 18.00, MOTHERS DAY  BEAR, 0.2300, , I
5251201000305, 11, 11.00, GIFTS & FLOWERS, SEASONAL, 20.00, MOTHERS DAY  BIG BEAR, 0.2300, , I
5026309550041, 0.95, 0.95, STATIONERY , GREETING CARDS, 1.95, CC BOTTLE GIFT BAG MEDIUM, 0.2300, 5026309550041, I
5391505270162, 1.56786, 21.95, HOUSE HOLD , PAPER PRODUCT, 2.71, JUICE APPLE & CRANBERRY, 0.2300, 5391505270254, I
5391505270087, 1.44375, 11.55, HOUSE HOLD , PAPER PRODUCT, 2.95, WILD ORCHARD STRAW SMOOTH, 0.2300, 5391505270179, I
5391505270100, 1.44375, 11.55, HOUSE HOLD , PAPER PRODUCT, 2.95, WILD ORCHARD MAN &PASSION, 0.2300, 5391505270193, I
5391505270117, 1.44375, 11.55, HOUSE HOLD , PAPER PRODUCT, 2.95, WILD ORCHARD BLACK/BLUE, 0.2300, 5391505270209, I
5391505270094, 1.7125, 13.70, HOUSE HOLD , PAPER PRODUCT, 2.95, WILD ORCHARD RUBY RASP S, 0.2300, 5391505270186, I
5391505270124, 1.75, 14.00, HOUSE HOLD , PAPER PRODUCT, 2.99, WILD ORCHARD SBER/MAN BIO, 0.2300, 5391505270216, I
5099556002618, 2.86417, 34.37, FROZEN FOODS, FROZEN BURGER/MEAT, 4.39, BIG AL CKN BITES, 0.0000, 5099556002625, I
9300727620514, 11.3033, 67.82, OFF LICENCE, WINES, 19.99, JACOBS C SPARK ROSE., 0.2300, 59300727620519, N
53997036, 0.364167, 8.74, CONFECTIONERY, COUNT LINES, 0.60, OATFIELD ESKIMO MINTS, 0.2300, 5011018010306, I
5099400002559, 7.33333, 44.00, GIFTS & FLOWERS, FLOWERS, 9.99, CYCLAMEN CARRY SLEEVE, 0.1350, , I
5099400111718, 17.5, 17.50, GIFTS & FLOWERS, FLOWERS, 24.99, FLOWERS , 0.1350, , I
8000500022955, 2.00083, 24.01, GROCERY, SEASONAL XMAS, 2.99, KINDER BUENO EGGS, 0.2300, 8000500088401, I
5034660512219, 0.500208, 24.01, CONFECTIONERY, COUNT LINES, 0.90, CAD CREME EGG BAR, 0.2300, 5034660018704, I
42110187, 1.05833, 6.35, HEALTH & BEAUTY, TOILETRIES/BABY CARE, 2.00, NIVEA CREME DOMO POT, 0.2300, 5391504886678, I
5025970023281, 4.32667, 25.96, HEALTH & BEAUTY, SHAVING GEAR, 8.50, NIVEA MEN A/SHVE BLAM SEN, 0.2300, 05025970112244, I
5010477323095, 0.416389, 14.99, CONFECTIONERY, COUNT LINES, 0.90, JORD FRUSLI RAISIN & HAZ, 0.1350, , I
80578253, 0.646111, 23.26, CONFECTIONERY, SEASONAL EASTER, 1.20, ROSE BARBIE CHOC SURPRISE, 0.2300, 8007681000048, I
5391255001245, 0.34, 3.40, STATIONERY , STATIONERY MISC., 2.72, OWL SUM COPY PAGE 88, 0.2300, 5391506006173, I
5099507000021, 0.826667, 9.92, HOUSE HOLD , PAPER PRODUCT, 1.20, OLD MC DONNELL HONEY YOG, 0.0000, , I
5011003017457, 2.45167, 29.42, FROZEN FOODS, FROZEN PIZZAS/FRENCH BREA, 3.60, J BULLER CKN/BACON PIE  , 0.0000, 5011003017464, I
9ÿ983, 0, 0.00, CONFECTIONERY, COUNT LINES, 0.00, SPAR COOKIES 99c, 0.2300, , P
5011417542392, 2.36833, 14.21, HOUSE HOLD , CLEANERS, 3.90, DETTOL MPC GREEN APP50, 0.2300, 5011417745984, I
5011012007180, 2.587, 25.87, HOUSE HOLD , KITCHEN GOODS, 4.20, KITTEN MULTI WIPE 3/2, 0.2300, 5011012821960, I
5026309001338, 1.6, 1.60, STATIONERY , GREETING CARDS, 3.20, CC EASTER CELLOPACK, 0.2300, 5026309001338, I
000131, 1.96667, 23.60, DELI COUNTER , FRENCH BREAD, 2.85, PANFOCCACIA ROSEMARY, 0.0000, , I
000132, 1.96667, 23.60, DELI COUNTER , FRENCH BREAD, 2.85, PANFOCCACIA TOMATO, 0.0000, , I
000133, 0.541, 16.23, DELI COUNTER , CONFECTION, 0.90, EASTER EGG CAKES, 0.1350, , I
5391509393744, 0.45, 0.45, CONFECTIONERY, BOXED/ASSORTMENTS, 0.95, TEDDYS, 0.2300, , 0
037000320807, 0.658333, 7.90, CONFECTIONERY, CRISPS/SNACK FOODS, 1.35, PRINGLE ORIGINAL        , 0.2300, 37000320791, I
5010775166936, 10.4925, 41.97, CONFECTIONERY, SEASONAL EASTER, 18.50, L O B GIFT WRAP EGG, 0.2300, 5010775197039, I
5010775168923, 7.18625, 57.49, CONFECTIONERY, SEASONAL EASTER, 12.50, L O B STICKY TOFFEE EGG , 0.2300, 5010775201163, I
5034566403635, 10, 10.00, GIFTS & FLOWERS, SEASONAL, 18.00, EASTER BUNNY, 0.2300, , I
9770141114232, 2.025, 2.03, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 2.95, COMPANY MONTHLY, 0.0900, , I
42113645, 0.388333, 9.32, CONFECTIONERY, COUNT LINES, 0.75, WRIG AIRWAVES CITRUS FUS, 0.2300, 4009900402132, I
9771750161662, 0.525, 0.53, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.80, DAILY MAIL SAT, 0.0900, , I
074448113141, 1.74583, 20.95, GROCERY, BISCUITS, 3.85, JAC CHOC DIGESTIVE, 0.2300, 5011021113148, I
40235288, 6.723, 67.23, TOBACCO , CIGS 20S, 8.90, MARLBORO 100S 20PK, 0.2300, 8724800001822, I
8710568046014, 4.073, 40.73, TOBACCO , CIGARS, 5.82, RITMEESTER MINITURES YELL, 0.2300, 8710568046267, N
9771750161419, 0.33, 0.33, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.50, IRISH DAILY MAIL, 0.0900, , I
9771750161426, 0.33, 0.33, MAGAZINES/NEWSPAPERS, EVENING DAILY NEWS, 0.50, IRISH DAILY MAIL, 0.0900, , I
9771740851870, 2.3394, 2.34, MAGAZINES/NEWSPAPERS, ADULT, 3.40, ZOO, 0.0900, , I
5099466208605, 7.33917, 88.07, CONFECTIONERY, SEASONAL EASTER, 12.50, BUTLERS EGG SML BOXED, 0.2300, 5099466808607, I
5391505270155, 1.39286, 19.50, DRINKS , JUICE, 2.41, JUICE APPLE PRESSED, 0.2300, 5391505270230, I
5050083281143, 0.49, 9.80, CONFECTIONERY, COUNT LINES, 0.95, NUTRIGRAIN OAT BAKE CHER, 0.1350, 5050083280306, I
5050083281136, 0.730833, 17.54, CONFECTIONERY, COUNT LINES, 1.10, KELL BAR NUTRI OAT BAKE, 0.1350, 05050083440281, I
9ÿ984, 0, 0.00, HEALTH & BEAUTY, HAIR CARE, 3.60, SUNSILK 2 FOR 4, 0.2300, , P
9770018423184, 3.765, 3.77, MAGAZINES/NEWSPAPERS, HOME, 5.70, HOMESE & GARDEN, 0.0900, , I
9771472016059, 3.795, 3.80, MAGAZINES/NEWSPAPERS, WOMEN'S MAGS, 5.75, IN STYLE, 0.0900, , I
5013922011028, 0.95, 0.95, STATIONERY , STATIONERY MISC., 1.95, 20PK MARKERS (TALLON), 0.2300, , I
5391506006111, 1.5, 9.00, STATIONERY , STATIONERY MISC., 3.30, OWL IRELAND MATHS SET, 0.2300, , I
5391255001405, 0.29, 2.90, STATIONERY , STATIONERY MISC., 0.60, OWL NOTEBOOK 100 PAGE, 0.2300, , I
